ucid,content_pretty_name,content_kind,difficulty,subject,learning_stage,level1_id,level2_id,level3_id,level4_id
HkphON7FGZhxH00QM+nroOHvAGI5ntJX09tiU1Vu80A=,【進階】三角形綜合習題,Exercise,hard,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,1raG7oMBN1ah4LEz4i23XjwK1te3O+gDFoBL+jEG2QU=
9x6ylQHM8NlCIaCOiZUyL0Y/WcL5HVFdi3T/TCdr9W8=,【進階】四邊形綜合習題,Exercise,hard,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,WQ2ETzKX9gl+uyoveOlFs67Xa1kI7C39JfICo/Z+AJI=
w8mrAb/M/c9pr/FAngd/vU90ZIlBOtjnjrpToRgWGGA=,【進階】三角形與多邊形綜合習題,Exercise,hard,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,TXVIdAMWIt+IT9pJkpdHRyJZDt4rwTLBXzBUWrNDDHE=
XQuz0Vc87NUlA8og1jI8f37Vznop6r8vbYxTAhHk0c8=,【進階】多邊形的各內角和的應用,Exercise,hard,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,TXVIdAMWIt+IT9pJkpdHRyJZDt4rwTLBXzBUWrNDDHE=
uT7yFiOpFCZP5NXkxFZg0sUJ1zKo8HYmtUxumXs3khM=,【進階】扇形綜合習題,Exercise,hard,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,32giTosaYloWsW6VAwPgZNNgyJ1HyPvlo/INLyl7xD0=
EmMf7fKLNR/bxD1PlEAJpZ6oI8o05NkGbs2nb4hnj20=,【進階】三角形與四邊形的面積綜合習題,Exercise,hard,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,fDINdca13H5Ina/K//TFlhDKWgYhScAbl/gJQ9WzwaE=
68qPK7TNOqHxa+vLFjF5SaA8s85h1cGPnEcSqmp/G4I=,【進階】三角形面積的應用 2,Exercise,hard,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,fDINdca13H5Ina/K//TFlhDKWgYhScAbl/gJQ9WzwaE=
HxDSyyUmHERWpro0B8nEQFWH/E461CuZXM5F7LpOHO4=,【進階】面積公式的應用,Exercise,hard,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,fDINdca13H5Ina/K//TFlhDKWgYhScAbl/gJQ9WzwaE=
v0QQMEqKJpDj2celSchjacrZA92MTrfjIWGDYbugu6k=,【進階】複合圖形的面積,Exercise,hard,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,fDINdca13H5Ina/K//TFlhDKWgYhScAbl/gJQ9WzwaE=
aiQx7FTmtkEzQOA5cGnbKrlqzKkK4IAgGnwNsgrBuC4=,【進階】線對稱圖形,Exercise,hard,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,NkZ3zau/E/8iYEfteZTvNfryzoi9enYu72Miq1bXrcA=
K+/l1QecCKo4z/PiXGWgLmP5q07XSMDUh34+HKmEltE=,【進階】縮放圖與比例尺,Exercise,hard,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,iDKQFKbj7PZN163izWScgz6mY2/ZqrlekwS3q6ALMxk=
oggomtrz9eq2rWMdcZAh+i1WGKGz84PfStIZUsiqfCM=,【進階】複合圖形的周長和面積,Exercise,hard,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,o5+dGo8/bBGjEcAjM/PyN9+hJQMi/CZ+fPkCEkPkLpw=
eJs/Pql/Xui+9mjL0q4CwHI/r+w6Bn3tTCt0i6r4xrg=,扇形弧長,Exercise,unset,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,gyH1nnfgktk3LW9qkxGq5l9EMN0jPoPPIkqTi/PFbqQ=
hxF+GCZ2kFjuoHOUVj0a6Jn9NbRfydExscjLa0cvxuw=,扇形面積：綜合,Exercise,unset,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,o5+dGo8/bBGjEcAjM/PyN9+hJQMi/CZ+fPkCEkPkLpw=
PpW+++sV2g8ZfNiSrJBx4aUY2yL+BPpbafTDwscbOow=,【一般】角度綜合習題,Exercise,normal,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,v9BSzzLOdxwlg1clOpzCEsS7giNQPv3EJuX78RXmKg0=
PSneyMRyz91kF3BethZIYuhHg8W9mV383mS+3rQguUQ=,【一般】角度加減的應用,Exercise,normal,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,v9BSzzLOdxwlg1clOpzCEsS7giNQPv3EJuX78RXmKg0=
VLG8jzZDi3OzlWsTunU487LkKuMt8oRCf6DBpBjv/pc=,【一般】周界與周長綜合習題,Exercise,normal,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,+MONrR8IiNYhNzdDR2p4FM4hhkjdiZjzGGl9jOrCvYo=
ROy2LJr08ctjmiuRc4SXFKrmk91KPBxZU6hZPJ7JIu8=,【一般】周長的應用,Exercise,normal,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,+MONrR8IiNYhNzdDR2p4FM4hhkjdiZjzGGl9jOrCvYo=
8Ym4s3vcF6pOUvb/40MoFgXhozbjEeY5KL6S60BHW2A=,【一般】圖形內部、外部與周界的應用,Exercise,normal,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,+MONrR8IiNYhNzdDR2p4FM4hhkjdiZjzGGl9jOrCvYo=
XABiqjiym+yxP9IxWjibmAF+Ccqqu+GF+oujfq0IbWY=,【一般】認識圓綜合習題,Exercise,normal,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,lUxu07RpyDTiBmRuFk78k/DVmA8fkeHWzAHITy4u6ek=
OUnkRX0qK0fXq4JbhUkqNk/Pm5YTwahvlT0CQeC21Zg=,【一般】圓的應用,Exercise,normal,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,lUxu07RpyDTiBmRuFk78k/DVmA8fkeHWzAHITy4u6ek=
81slPW4ugMYwnmjLjYrVz7eWERceMuwjaiOLE/U4Cg4=,【一般】三角形綜合習題,Exercise,normal,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,1raG7oMBN1ah4LEz4i23XjwK1te3O+gDFoBL+jEG2QU=
3Bb76ZUap0HQIBirEbaOpc3O9okCVcv5TcNx+GfSCzk=,【一般】四邊形綜合習題,Exercise,normal,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,WQ2ETzKX9gl+uyoveOlFs67Xa1kI7C39JfICo/Z+AJI=
uNJhNi/pUS9w/pd7eVnHXB9PvBDWWQQdf22l/K+jxW4=,【一般】三角形與多邊形綜合習題,Exercise,normal,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,TXVIdAMWIt+IT9pJkpdHRyJZDt4rwTLBXzBUWrNDDHE=
mGoRYD5V/cXy8XsqCcXYWPBKSKknFWuZrWhbNZhQmqw=,【一般】三角形的內角和 2,Exercise,normal,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,TXVIdAMWIt+IT9pJkpdHRyJZDt4rwTLBXzBUWrNDDHE=
txKQr1wDyBrIVa1zb9Lvl17prOdzCzFhO+UpqBdTlhE=,【一般】扇形綜合習題,Exercise,normal,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,32giTosaYloWsW6VAwPgZNNgyJ1HyPvlo/INLyl7xD0=
gNyTSOhVPx7BtUSsEdgCgV4rbwDOKngaJWFrYB0EinM=,【一般】認識幾分之幾圓的扇形,Exercise,normal,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,32giTosaYloWsW6VAwPgZNNgyJ1HyPvlo/INLyl7xD0=
eCi043NcnwGh9pN73yoZOB0rftEOHoYCpIkcigyKXhA=,【一般】三角形與四邊形的面積綜合習題,Exercise,normal,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,fDINdca13H5Ina/K//TFlhDKWgYhScAbl/gJQ9WzwaE=
RyHgPcXfEn/CVHtbJsSpZTh3Ri3giA5M6sf1VGayr7c=,【一般】三角形面積的應用 1,Exercise,normal,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,fDINdca13H5Ina/K//TFlhDKWgYhScAbl/gJQ9WzwaE=
2/JTGg3RUH3Q7RJgicVubieOoxNnseT0PQorlMexeog=,【一般】線對稱圖形,Exercise,normal,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,NkZ3zau/E/8iYEfteZTvNfryzoi9enYu72Miq1bXrcA=
SNny3SIxP6zv/dhk4ZU0EH0mmajwjgeHGzeEZpTbzvs=,【一般】縮放圖與比例尺,Exercise,normal,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,iDKQFKbj7PZN163izWScgz6mY2/ZqrlekwS3q6ALMxk=
K5JzO6isAN9xTFepnDicBmb9YTIOvXDUHwa60hwxCjM=,【一般】圓周長的應用,Exercise,normal,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,gyH1nnfgktk3LW9qkxGq5l9EMN0jPoPPIkqTi/PFbqQ=
3b4WEwcR5WHjNJnrhAcEIsTdouxsfJ8nSQZ/4ikf4SM=,【一般】圓面積的應用,Exercise,normal,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,o5+dGo8/bBGjEcAjM/PyN9+hJQMi/CZ+fPkCEkPkLpw=
cdFXA6IT4q2KUZxKXFD21+IYBmdKr9+64dIZOPfosfI=,【基礎】正方體與長方體體積,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,r0zjwHwykJlSvmvLu61m4ktF6LM+HiqXH2TNyhiA/eA=
CHLr4TQcYRa8ps6Vpimyi7fiuL+EtoUaN1YAWoCE+Tw=,【基礎】長方體和正方體的體積公式,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,r0zjwHwykJlSvmvLu61m4ktF6LM+HiqXH2TNyhiA/eA=
YORLcxgiHpb03U15diML90XnAXNqfG/QtxNo1PrCGVk=,【基礎】複合形體的體積 1,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,r0zjwHwykJlSvmvLu61m4ktF6LM+HiqXH2TNyhiA/eA=
awqH6F/TgV0QhF46PtnHP7eSsTSHSXMKIO4KqJaMn04=,【基礎】複合形體的體積 2,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,r0zjwHwykJlSvmvLu61m4ktF6LM+HiqXH2TNyhiA/eA=
BsX6i0arMQF4Pm3e13U2Hs8vkEflls6+v5TKh3xvkU0=,【基礎】複合形體的體積 3,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,r0zjwHwykJlSvmvLu61m4ktF6LM+HiqXH2TNyhiA/eA=
5XP5A34EbVYPsNgi2q9tNzuW5fSOenWfbBkAXDGKAfw=,【基礎】複合形體的體積 4,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,r0zjwHwykJlSvmvLu61m4ktF6LM+HiqXH2TNyhiA/eA=
1xsYLCdr/gQCUDijkXoMhULyqs0zluLgCvJN7Bfq3Pg=,【基礎】正方體與長方體的表面積,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,FkTwCYEFp4rBQYdydMrOq4NBZMWkqL1vFd5RdpEMy6Y=
KDmidXT8+B/WOtPvVSWF6TKTO7xeI+S5CqqmaRdkHcM=,【基礎】長方體和正方體的展開圖 1,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,FkTwCYEFp4rBQYdydMrOq4NBZMWkqL1vFd5RdpEMy6Y=
FXZHogJiLvLU25++7dJCE1y9LEuSi4gulb0iPp36vdQ=,【基礎】長方體和正方體的表面積,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,FkTwCYEFp4rBQYdydMrOq4NBZMWkqL1vFd5RdpEMy6Y=
n+b0VzjA7b3kgqw8iXzwX0yTpYwNRczONSV0z2jNGtg=,【基礎】柱體、錐體和球,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,x2xocZ2ffvV9TBpbWEd0C99XcsMY/d7WuhqSocGXF/M=
QZ6LopqYP/r9aU9mfJaX3+scQfAlYe19eeaj7TW+zww=,【基礎】立體形體的分類,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,x2xocZ2ffvV9TBpbWEd0C99XcsMY/d7WuhqSocGXF/M=
8k9UdKViQ2bczWr7yGZpegN088XEN6uGJi0UI+kr5vU=,【基礎】柱體的構成要素,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,x2xocZ2ffvV9TBpbWEd0C99XcsMY/d7WuhqSocGXF/M=
2f91Isfs+HaZMyoefue8KM5T9TUHnyfMUs7lDEcsgWo=,【基礎】錐體的構成要素,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,x2xocZ2ffvV9TBpbWEd0C99XcsMY/d7WuhqSocGXF/M=
X3kjMLe+TWKd9Bm5TfIaJZzzngni5Yb5nJxHI3WWvO0=,【基礎】立體形體的頂點、邊、面的數量,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,x2xocZ2ffvV9TBpbWEd0C99XcsMY/d7WuhqSocGXF/M=
R8DtELOi6cThZOCqTX6c+wNDtTcGGuaAufw4vCdQPsw=,【基礎】形體關係與柱體表面積綜合習題,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,sv+up6jNYKcqSY7JQ1o3WrYhI+fNX7RHu1X+I1Q4Qlo=
SBKtN+xP0yIQrTRObRW2C5D7oO34pRf8QAnjfMjnqcY=,【基礎】柱體的體積綜合習題,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,E9bF7vZBjAnEzd3Zp1M5u3Wc4CW6fcZRD1Qrzn+kiao=
ZTrivKluBU7pmaSFNu6x4a8QnBgW4kdz9KN9RcGKzn4=,【基礎】面與面的平行和垂直關係,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,sv+up6jNYKcqSY7JQ1o3WrYhI+fNX7RHu1X+I1Q4Qlo=
hLFiBikqhFsQw0px/iUFWmJ/TvnIlZpv95bRtR7baZM=,【基礎】面與線的垂直關係,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,sv+up6jNYKcqSY7JQ1o3WrYhI+fNX7RHu1X+I1Q4Qlo=
v0sbjtQ2OP0XxliWlaM9TYTIuItpb/xj6QRsVVITb9o=,【基礎】角柱面與面、線與面的關係,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,sv+up6jNYKcqSY7JQ1o3WrYhI+fNX7RHu1X+I1Q4Qlo=
YkHODfSVaCIiF+woaqNHli0DqOr4KOxt4DKcsOdLMr8=,【基礎】角柱與圓柱的表面積,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,sv+up6jNYKcqSY7JQ1o3WrYhI+fNX7RHu1X+I1Q4Qlo=
AUKcVABab0p2gaDWuFp3/SBBMLdbzqtduBnXhYaNX4A=,【基礎】底面為平行四邊形、三角形的柱體體積,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,E9bF7vZBjAnEzd3Zp1M5u3Wc4CW6fcZRD1Qrzn+kiao=
YnI7n8GUBMZqWulnBVfUXzZLgJVDs7v0mGRfjKqao2k=,【基礎】底面為梯形、圓柱的柱體體積,Exercise,easy,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,E9bF7vZBjAnEzd3Zp1M5u3Wc4CW6fcZRD1Qrzn+kiao=
/Sw5cJFSX/oGzBxxguGO4BkFKPZmhFXSpCCJVhOtffU=,【進階】正方體與長方體體積,Exercise,hard,math,elementary,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,xJYDWrjKoWhvx5w88UZja7WZgWHm2o9jmUQR8V911qc=,r0zjwHwykJlSvmvLu61m4ktF6LM+HiqXH2TNyhiA/eA=
